case_key,earliest_file,latest_file,earliest_count,latest_count,delta,sample_latest
2025-698566,2025-698566_20251120_072740.json,2025-698566_20251120_072740.json,5,5,0,"2911.12.A(1) | 2913.02.A(1) | 2909.06.A(1) | 2903.13.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-701630,2025-701630_20251120_211733.json,2025-701630_20251120_211733.json,4,4,0,"2925.11.A | 2921.31.A | 2921.33.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-684838,2023-684838_20251111_110020.json,2023-684838_20251111_110020.json,4,4,0,
2024-689998,2024-689998_20251119_083148.json,2024-689998_20251119_083148.json,2,2,0,"2919.25.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686592,2023-686592_20251118_223222.json,2023-686592_20251118_223222.json,4,4,0,"2913.02.A(1) | 2913.02.A(1) | 2913.02.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-679942,2023-679942_20251117_085044.json,2023-679942_20251117_085044.json,5,5,0,"2903.13.A | 2903.13.A | 2903.13.A | 2921.31.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-685626,2023-685626_20251118_192433.json,2023-685626_20251118_192433.json,4,4,0,"2919.25.A | 2909.06.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-679113,2023-679113_20251116_082028.json,2023-679113_20251116_082028.json,3,3,0,"2925.03.A(2) | 2925.11.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-682567,2023-682567_20251117_151547.json,2023-682567_20251117_151547.json,12,12,0,2903.08.A(2)(B) | 2903.08.A(2)(B) | 2903.11.A(1) | 2903.11.A(2) | 2903.11.A(2)
2023-678847,2023-678847_20251116_210934.json,2023-678847_20251116_210934.json,5,5,0,"2911.02.A(2) | 2911.02.A(3) | 2919.25.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-683200,2023-683200_20251118_125104.json,2023-683200_20251118_125104.json,8,8,0,2903.08.A(1)(A) | 2903.08.A(2)(B) | 4511.19.A(1)(A) | 4511.19.A(1)(G) | 2909.06.A(1)
2023-681731,2023-681731_20251117_124553.json,2023-681731_20251117_124553.json,7,7,0,2903.11.A(1) | 2909.02.A(1) | 2909.03.A(1) | 2905.02.A(2) | 2903.18.(B)(3)
2024-695758,2024-695758_20251119_233342.json,2024-695758_20251119_233342.json,3,3,0,"2913.02.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-697187,2024-697187_20251120_030501.json,2024-697187_20251120_030501.json,4,4,0,"2925.11.A | 2925.11.A | 4511.19.A(1)(A) | {'type': '10% CASH', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-682834,2023-682834_20251111_075858.json,2023-682834_20251111_075858.json,5,5,0,
2023-678476,2023-678476_20251116_180256.json,2023-678476_20251116_180256.json,3,3,0,"2913.51.A | 2923.24.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686564,2023-686564_20251118_221839.json,2023-686564_20251118_221839.json,7,7,0,2903.08.A(1)(A) | 2903.08.A(2)(B) | 2923.16.D(1) | 2923.16.D(1) | 4511.19.A(1)(A)
2023-678845,2023-678845_20251116_210814.json,2023-678845_20251116_210814.json,2,2,0,"2903.13.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686166,2023-686166_20251118_211323.json,2023-686166_20251118_211323.json,4,4,0,"2925.11.A | {'type': '10% CASH', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678466,2023-678466_20251116_175746.json,2023-678466_20251116_175746.json,3,3,0,"2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-688648,2024-688648_20251119_044209.json,2024-688648_20251119_044209.json,4,4,0,"2911.12.B | 2911.12.B | 2925.11.A | {'type': '10% CASH', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-692528,2024-692528_20251119_151556.json,2024-692528_20251119_151556.json,7,7,0,2907.02.A(1)(C) | 2907.02.A(1)(C) | 2907.03.A(1) | 2907.05.A(5) | 2907.05.A(5)
2024-690902,2024-690902_20251119_112209.json,2024-690902_20251119_112209.json,8,8,0,"2923.13.A(2) | 2921.12.A(1) | 2913.02.A(1) | 2913.02.A(1) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-699478,2025-699478_20251120_105420.json,2025-699478_20251120_105420.json,30,30,0,2911.12.A(1) | 2903.211.A(1) | 2917.21.A(2) | 2913.04.B | 2911.12.A(1)
2025-698729,2025-698729_20251120_080602.json,2025-698729_20251120_080602.json,5,5,0,"2909.02.A(2) | 2909.03.A(1) | 2909.02.A(1) | 2909.02.A(1) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-698414,2025-698414_20251120_070040.json,2025-698414_20251120_070040.json,3,3,0,"2913.03.B | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-681350,2023-681350_20251111_055451.json,2023-681350_20251111_055451.json,4,4,0,
2023-677992,2023-677992_20251116_142019.json,2023-677992_20251116_142019.json,5,5,0,"2903.11.A(1) | 2903.11.A(2) | 2919.25.A | 2919.27.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-686484,2023-686484_20251118_220210.json,2023-686484_20251118_220210.json,8,8,0,2911.12.A(3) | 2911.12.A(3) | 2913.02.A(1) | 2913.02.A(1) | 2913.02.A(1)
2024-697306,2024-697306_20251120_033016.json,2024-697306_20251120_033016.json,2,2,0,"2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-684572,2023-684572_20251118_163119.json,2023-684572_20251118_163119.json,5,5,0,"2903.18.(B)(2) | 2903.18.(C)(3) | 2903.18.(B)(3) | 2919.25.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678442,2023-678442_20251116_174636.json,2023-678442_20251116_174636.json,4,4,0,"2923.162.A(3) | 2923.13.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-685037,2023-685037_20251111_111847.json,2023-685037_20251111_111847.json,5,5,0,
2024-694610,2024-694610_20251119_202215.json,2024-694610_20251119_202215.json,3,3,0,"2919.25.A | 2909.05.B(2) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-696055,2024-696055_20251120_001829.json,2024-696055_20251120_001829.json,2,2,0,"2913.02.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-697061,2024-697061_20251120_023339.json,2024-697061_20251120_023339.json,5,5,0,"2903.18.(B)(2) | 2903.18.(B)(3) | 2919.25.A | 2905.02.A(2) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-688833,2024-688833_20251119_052649.json,2024-688833_20251119_052649.json,2,2,0,"2913.02.A(3) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-695429,2024-695429_20251119_223403.json,2024-695429_20251119_223403.json,2,2,0,"2950.05.E(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690548,2024-690548_20251119_102921.json,2024-690548_20251119_102921.json,6,6,0,2913.51.A | 2913.51.A | 2913.51.A | 2913.51.A | 2921.31.A
2025-702456,2025-702456_20251121_002554.json,2025-702456_20251121_002554.json,5,5,0,"2917.321.B | 2917.321.B | 2909.06.A(1) | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-703867,2025-703867_20251121_045300.json,2025-703867_20251121_045300.json,6,6,0,"2903.13.A | 2921.31.A | 2921.33.A | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-683756,2023-683756_20251118_140943.json,2023-683756_20251118_140943.json,5,5,0,"2903.11.A(2) | 2903.18.(B)(3) | 2919.25.A | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690179,2024-690179_20251119_091741.json,2024-690179_20251119_091741.json,4,4,0,"2903.211.A(1) | 2909.06.A(1) | 2911.12.B | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-687216,2023-687216_20251119_001756.json,2023-687216_20251119_001756.json,7,7,0,2911.01.A(1) | 2911.02.A(1) | 2911.02.A(2) | 2911.02.A(2) | 2911.02.A(3)
2023-682340,2023-682340_20251117_143226.json,2023-682340_20251117_143226.json,2,2,0,"2923.121.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-677726,2023-677726_20251116_113840.json,2023-677726_20251116_113840.json,4,4,0,"2911.12.A(1) | 2903.13.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-684792,2023-684792_20251118_170007.json,2023-684792_20251118_170007.json,6,6,0,"2907.05.A(4) | 2907.05.A(4) | 2907.05.A(4) | {'type': '10% CASH', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-684162,2023-684162_20251112_170939.json,2023-684162_20251112_170939.json,23,23,0,
2023-686264,2023-686264_20251111_125927.json,2023-686264_20251111_125927.json,4,4,0,
2023-684313,2023-684313_20251118_154059.json,2023-684313_20251118_154059.json,2,2,0,"2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-680605,2023-680605_20251110_145444.json,2023-680605_20251110_145444.json,8,8,0,
2023-683485,2023-683485_20251118_133316.json,2023-683485_20251118_133316.json,4,4,0,"2923.24.A | 2925.11.A | 2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-682477,2023-682477_20251116_082903.json,2023-682477_20251116_082903.json,5,5,0,"2925.11.A | 2925.11.A | 2925.11.A | 2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-689286,2024-689286_20251119_065605.json,2024-689286_20251119_065605.json,5,5,0,"2911.13.B | 2919.25.A | 2903.21.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690697,2024-690697_20251119_105117.json,2024-690697_20251119_105117.json,2,2,0,"2925.11.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-696350,2024-696350_20251120_005949.json,2024-696350_20251120_005949.json,5,5,0,"2903.18.(B)(2) | 2919.25.A | 2903.18.(B)(3) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-696093,2024-696093_20251120_003003.json,2024-696093_20251120_003003.json,6,6,0,2903.18.(B)(3) | 2903.18.(B)(3) | 2919.25.A | 2909.06.A(1) | 2921.31.A
2024-690897,2024-690897_20251119_111932.json,2024-690897_20251119_111932.json,4,4,0,"2913.49.B(1) | 2913.51.A | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2025-698969,2025-698969_20251120_091022.json,2025-698969_20251120_091022.json,7,7,0,2911.01.B(1) | 2921.31.A | 2925.11.A | 2921.33.B | 2921.33.B
2025-703576,2025-703576_20251121_040057.json,2025-703576_20251121_040057.json,9,9,0,2921.38.C | 2921.38.C | 2921.38.B | 2921.38.B | 2921.31.A
2023-687014,2023-687014_20251111_140728.json,2023-687014_20251111_140728.json,4,4,0,
2023-681730,2023-681730_20251117_124655.json,2023-681730_20251117_124655.json,3,3,0,"2911.12.A(3) | 2913.02.A(1) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678534,2023-678534_20251116_183629.json,2023-678534_20251116_183629.json,3,3,0,"2911.12.A(3) | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-687038,2023-687038_20251118_234401.json,2023-687038_20251118_234401.json,6,6,0,"2903.02.A | 2903.11.A(1) | 2903.11.A(2) | 2903.11.A(2) | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2023-678747,2023-678747_20251116_202012.json,2023-678747_20251116_202012.json,6,6,0,2911.02.A(2) | 2911.02.A(3) | 2911.02.A(2) | 2911.02.A(3) | 2921.04.B(1)
2023-687158,2023-687158_20251119_000915.json,2023-687158_20251119_000915.json,5,5,0,"2911.01.A(1) | 2911.02.A(3) | 2911.31.A | {'type': 'CASH/SURETY/PROP.', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None} | {'type': 'PERSONAL', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
2024-690636,2024-690636_20251119_104305.json,2024-690636_20251119_104305.json,2,2,0,"2921.31.A | {'type': 'CASH/SUR/PROP/10%', 'statute': '', 'charge_description': '', 'disposition': None, 'disposition_date': None, 'plea': None, 'verdict': None, 'sentence': None}"
